customer_id;fisrt_name;second_name;gender;date_of_birth;city;state;occupation;customer_segment;annual_income;join_date
C01432;Michael;Wilson;Male;16/09/1967;Boston;Massachusetts;Retired;Retail;722926,91;07/01/2020
C01433;Thomas;Jones;Male;08/03/1974;Philadelphia;Pennsylvania;Retired;SME;632017,78;12/03/2024
C01434;Andrew;Davis;Male;18/09/1981;Dallas;Texas;Student;Retail;268439,88;03/07/2023
C01435;Matthew;Jones;Male;23/04/1968;Indianapolis;Indiana;Freelancer;Premium;833129,42;11/08/2021
C01436;Nicholas;Gonzalez;Male;09/11/1970;Fort Worth;Texas;Freelancer;Wealth;1132812,78;05/05/2018
C01437;Sophia;Anderson;Female;25/03/1980;Dallas;Texas;Salaried;Corporate;1120365,6;04/12/2022
C01438;Natalie;Thomas;Female;02/06/2001;San Antonio;Texas;Business Owner;Corporate;1761700,47;02/04/2022
C01439;Victoria;Gonzalez;Female;10/11/1992;Boston;Massachusetts;Business Owner;Corporate;760544,29;05/07/2023
C01440;Zoe;Taylor;Female;06/03/1964;San Jose;California;Student;SME;365934,81;15/06/2018
C01441;Nicholas;Moore;Male;01/08/1987;Denver;Colorado;Business Owner;Retail;794230,21;13/02/2026
C01442;John;Lopez;Male;05/09/1977;San Diego;California;Business Owner;Retail;478201,13;22/02/2022
C01443;Zoe;Martin;Female;27/05/1983;Indianapolis;Indiana;Salaried;Retail;578431,47;24/07/2022
C01444;Michael;Brown;Male;20/07/1975;Charlotte;North Carolina;Self Employed;SME;715269,49;22/09/2018
C01445;Daniel;Lopez;Male;04/01/1977;Denver;Colorado;Business Owner;SME;377656,26;06/01/2025
C01446;Mia;Martin;Female;18/03/2001;Seattle;Washington;Freelancer;SME;606384,52;08/02/2020
C01447;Olivia;Jackson;Female;13/02/2001;Indianapolis;Indiana;Student;Retail;720054,71;03/05/2021
C01448;Scarlett;Hernandez;Female;14/04/1961;Phoenix;Arizona;Salaried;Corporate;1724599,34;08/03/2023
C01449;Nicholas;Brown;Male;21/05/1984;Chicago;Illinois;Self Employed;Retail;255475,2;10/07/2022
C01450;James;Brown;Male;11/06/2003;Philadelphia;Pennsylvania;Student;Retail;306996,32;26/03/2022
C01451;Matthew;Davis;Male;28/05/1986;Boston;Massachusetts;Freelancer;Retail;650537,97;23/03/2019
C01452;Charles;Taylor;Male;23/09/1975;Austin;Texas;Business Owner;Retail;364961,04;14/09/2025
C01453;Zoe;Jackson;Female;07/04/1978;Austin;Texas;Retired;SME;252000;14/07/2021
C01454;Victoria;Davis;Female;08/12/1985;Jacksonville;Florida;Retired;SME;850616,61;26/03/2023
C01455;Chloe;Lopez;Female;20/01/1994;New York;New York;Self Employed;Wealth;1014338,19;06/07/2019
C01456;Scarlett;Anderson;Female;08/06/2001;San Diego;California;Business Owner;Retail;403828,62;14/05/2022
C01457;Lucas;Taylor;Male;28/09/1989;San Antonio;Texas;Self Employed;Retail;637062,16;04/05/2020
C01458;Robert;Lopez;Male;04/10/1961;Charlotte;North Carolina;Self Employed;Retail;370247,14;20/09/2025
C01459;Emily;Thomas;Female;21/08/1981;Phoenix;Arizona;Salaried;Premium;583494,91;18/12/2024
C01460;Emma;Martinez;Female;20/06/1985;Chicago;Illinois;Salaried;Corporate;803513,02;18/01/2024
C01461;Nicholas;Williams;Male;13/04/1974;San Antonio;Texas;Self Employed;Retail;379953,02;09/02/2026
C01462;Emma;Jones;Female;20/10/1973;Fort Worth;Texas;Salaried;Retail;212480,89;13/01/2019
C01463;Ella;Martinez;Female;24/12/1962;Nashville;Tennessee;Freelancer;SME;413207,17;29/03/2018
C01464;Abigail;Anderson;Female;13/08/1975;Dallas;Texas;Salaried;Retail;451434,16;22/06/2018
C01465;Charlotte;Taylor;Female;07/09/1963;Jacksonville;Florida;Self Employed;Retail;346084,15;06/09/2025
C01466;Thomas;Lopez;Male;24/06/1964;Columbus;Ohio;Student;Retail;311162,59;01/06/2024
C01467;Thomas;Brown;Male;28/11/1991;San Antonio;Texas;Retired;Retail;888675,22;16/12/2020
C01468;Chloe;Anderson;Female;08/02/1962;Dallas;Texas;Business Owner;Retail;567807,73;30/08/2020
C01469;Christopher;Williams;Male;24/09/2002;Houston;Texas;Salaried;SME;414558,03;25/06/2025
C01470;Andrew;Johnson;Male;23/12/1988;Boston;Massachusetts;Business Owner;Retail;820163,87;16/03/2021
C01471;Emma;Smith;Female;23/01/1971;Dallas;Texas;Retired;Wealth;540000;03/06/2024
C01472;Christopher;Brown;Male;27/05/2002;Los Angeles;California;Retired;Premium;1019533,79;25/04/2021
C01473;William;Davis;Male;19/06/1994;Seattle;Washington;Business Owner;Retail;780116,09;29/03/2018
C01474;Hannah;Garcia;Female;20/10/1979;Jacksonville;Florida;Retired;Corporate;396000;12/04/2024
C01475;Zoe;Garcia;Female;23/10/1986;Columbus;Ohio;Student;Retail;471965,73;06/05/2018
C01476;Abigail;Moore;Female;07/12/1971;San Jose;California;Freelancer;Retail;453249,55;26/09/2020
C01477;Grace;Anderson;Female;18/11/1968;San Antonio;Texas;Business Owner;Corporate;639176,08;03/05/2018
C01478;Daniel;Gonzalez;Male;19/07/1969;Indianapolis;Indiana;Retired;Corporate;1022395,37;16/04/2022
C01479;Mia;Garcia;Female;14/06/1984;Los Angeles;California;Salaried;Premium;1326204,56;15/07/2025
C01480;Nicholas;Gonzalez;Male;11/09/1972;San Jose;California;Self Employed;Premium;596055,71;03/08/2024
C01481;Emily;Martin;Female;21/05/1992;Boston;Massachusetts;Retired;SME;252000;20/05/2022
C01482;Joseph;Anderson;Male;04/01/1964;Los Angeles;California;Retired;SME;1021883,8;03/10/2021
C01483;Lucas;Wilson;Male;13/02/1963;San Diego;California;Freelancer;Retail;512321,75;09/08/2021
C01484;Scarlett;Smith;Female;25/07/1989;New York;New York;Freelancer;Retail;515040,29;12/08/2019
C01485;Charlotte;Miller;Female;21/04/1983;New York;New York;Student;Retail;180000;27/10/2019
C01486;Harper;Williams;Female;24/03/1988;Charlotte;North Carolina;Salaried;Retail;1254618,63;25/03/2024
C01487;Victoria;Brown;Female;21/12/1991;Denver;Colorado;Business Owner;SME;367865,93;07/01/2026
C01488;Benjamin;Garcia;Male;13/06/1972;Chicago;Illinois;Freelancer;Retail;463140,87;21/02/2019
C01489;Ella;Hernandez;Female;01/03/1998;Indianapolis;Indiana;Self Employed;Retail;279612,08;31/03/2023
C01490;Charlotte;Anderson;Female;12/10/1994;Houston;Texas;Business Owner;Retail;260736,14;19/12/2020
C01491;David;Rodriguez;Male;06/12/1963;San Antonio;Texas;Salaried;SME;509971,94;02/11/2022
C01492;Thomas;Taylor;Male;08/01/1978;Los Angeles;California;Self Employed;Retail;1229901,85;13/03/2023
C01493;Christopher;Martin;Male;06/09/2002;Columbus;Ohio;Salaried;SME;1818595,03;17/01/2025
C01494;Scarlett;Martin;Female;14/09/1976;Houston;Texas;Self Employed;Retail;521231,73;11/10/2022
C01495;Ryan;Jackson;Male;04/04/1994;Seattle;Washington;Business Owner;SME;252000;26/07/2020
C01496;Emma;Lopez;Female;01/12/1988;Boston;Massachusetts;Freelancer;Retail;673483,32;03/05/2019
C01497;Joshua;Anderson;Male;02/12/1990;San Diego;California;Salaried;Retail;760046,39;04/02/2022
C01498;Natalie;Garcia;Female;05/09/1984;Boston;Massachusetts;Freelancer;Retail;654889,62;15/10/2019
C01499;Evelyn;Martin;Female;28/11/1985;San Antonio;Texas;Student;Premium;400051,98;21/05/2024
C01500;Lucas;Williams;Male;21/09/1964;Jacksonville;Florida;Retired;Corporate;442268,97;16/08/2024
C01501;Robert;Hernandez;Male;08/05/2003;Los Angeles;California;Self Employed;Retail;511221,58;04/06/2018
C01502;Emma;Davis;Female;23/10/1962;Denver;Colorado;Retired;Premium;1112789,25;10/04/2021
C01503;Evelyn;Brown;Female;11/10/1979;Indianapolis;Indiana;Business Owner;SME;781034;25/01/2023
C01504;Mia;Lopez;Female;26/08/1992;Seattle;Washington;Self Employed;Corporate;562837,75;18/01/2024
C01505;Ava;Taylor;Female;15/10/1961;Austin;Texas;Retired;Retail;1071147,61;07/09/2019
C01506;Ryan;Wilson;Male;17/07/1996;Los Angeles;California;Freelancer;Retail;214813,4;20/12/2023
C01507;Henry;Jones;Male;01/09/2003;Columbus;Ohio;Freelancer;Retail;200810,6;08/01/2021
C01508;Lucas;Gonzalez;Male;25/06/2002;Seattle;Washington;Salaried;Wealth;987905,49;19/07/2025
C01509;Grace;Garcia;Female;18/05/1970;Fort Worth;Texas;Retired;Retail;338603,33;03/06/2022
C01510;Lily;Moore;Female;27/06/1968;Dallas;Texas;Student;SME;362043,92;29/06/2020
C01511;Mia;Moore;Female;04/10/1994;Charlotte;North Carolina;Self Employed;Retail;570023,26;07/11/2021
C01512;Mia;Thomas;Female;06/10/1970;Chicago;Illinois;Salaried;Retail;837922,1;04/07/2020
C01513;Evelyn;Jones;Female;23/09/1966;Philadelphia;Pennsylvania;Salaried;Retail;436581,03;03/11/2024
C01514;William;Hernandez;Male;10/11/1991;San Jose;California;Freelancer;SME;448449,85;30/09/2023
C01515;Anthony;Martin;Male;16/02/1964;Jacksonville;Florida;Business Owner;Premium;536532,01;04/06/2018
C01516;John;Lopez;Male;13/04/1983;Charlotte;North Carolina;Salaried;Retail;327154,24;06/06/2020
C01517;James;Thomas;Male;07/10/1983;Dallas;Texas;Student;SME;534272,91;07/01/2023
C01518;Ava;Miller;Female;20/01/1962;Charlotte;North Carolina;Salaried;Retail;1302472,53;25/05/2018
C01519;Ryan;Moore;Male;13/08/1971;Houston;Texas;Student;Premium;938458,19;28/01/2018
C01520;Charles;Thomas;Male;08/03/1983;Dallas;Texas;Self Employed;SME;738605,38;17/09/2021
C01521;Grace;Thomas;Female;02/07/1987;Phoenix;Arizona;Business Owner;Wealth;3028051,26;08/05/2021
C01522;Grace;Anderson;Female;23/08/1968;Columbus;Ohio;Freelancer;Retail;244673,88;06/08/2024
C01523;Thomas;Garcia;Male;26/06/1983;Seattle;Washington;Salaried;Premium;907276,64;10/10/2025
C01524;Michael;Jackson;Male;05/01/1981;Los Angeles;California;Salaried;SME;387757,64;26/08/2020
C01525;Emily;Davis;Female;26/02/2001;Boston;Massachusetts;Salaried;Retail;355876,67;08/11/2023
C01526;Evelyn;Johnson;Female;14/11/2000;Phoenix;Arizona;Student;Premium;570587,53;30/07/2024
C01527;Harper;Davis;Female;16/03/1991;Austin;Texas;Freelancer;Wealth;647508,96;20/08/2022
C01528;Benjamin;Martinez;Male;12/03/1960;New York;New York;Self Employed;SME;1079470,95;08/12/2025
C01529;Mia;Anderson;Female;05/12/1966;San Antonio;Texas;Retired;Retail;264177,06;15/01/2019
C01530;Lucas;Thomas;Male;01/12/1984;Charlotte;North Carolina;Freelancer;SME;639274,73;14/03/2024
C01531;Benjamin;Taylor;Male;18/01/1982;Phoenix;Arizona;Self Employed;Retail;418505,74;04/12/2021
C01532;Emma;Jackson;Female;09/06/1989;Austin;Texas;Self Employed;Corporate;688102,8;28/05/2024
C01533;David;Rodriguez;Male;20/03/1980;Indianapolis;Indiana;Freelancer;Retail;640223,85;23/02/2019
C01534;Benjamin;Lopez;Male;28/09/1963;San Jose;California;Student;Retail;414613,56;16/09/2025
C01535;Benjamin;Johnson;Male;26/08/1972;Los Angeles;California;Business Owner;Premium;431599,82;15/01/2020
C01536;Chloe;Moore;Female;19/10/1969;Philadelphia;Pennsylvania;Business Owner;SME;391501,26;16/05/2025
C01537;Charlotte;Wilson;Female;10/11/1964;Jacksonville;Florida;Freelancer;Retail;470994,2;28/09/2020
C01538;Emma;Davis;Female;11/04/1994;Boston;Massachusetts;Self Employed;Premium;583431,21;24/10/2019
C01539;Andrew;Johnson;Male;01/04/1978;Jacksonville;Florida;Self Employed;Premium;588651,52;05/01/2023
C01540;Chloe;Rodriguez;Female;01/08/1997;Chicago;Illinois;Retired;Retail;253551,51;01/08/2023
C01541;Joshua;Williams;Male;23/08/1973;San Diego;California;Self Employed;SME;419969,14;04/09/2019
C01542;Anthony;Brown;Male;05/02/2003;Fort Worth;Texas;Self Employed;Corporate;612296,67;04/06/2018
C01543;Amelia;Miller;Female;16/09/1976;Indianapolis;Indiana;Freelancer;Premium;825176,36;12/05/2020
C01544;Lucas;Lopez;Male;12/09/2002;Los Angeles;California;Salaried;Retail;548035,76;13/02/2021
C01545;Natalie;Wilson;Female;21/07/1975;Fort Worth;Texas;Salaried;Retail;617375,94;21/11/2021
C01546;Mia;Martin;Female;19/12/1973;Fort Worth;Texas;Freelancer;SME;283131,37;09/04/2018
C01547;Robert;Miller;Male;16/04/1979;Philadelphia;Pennsylvania;Salaried;Retail;900175,06;19/06/2024
C01548;Charlotte;Johnson;Female;07/02/1990;Boston;Massachusetts;Salaried;Premium;796085,39;06/02/2025
C01549;Lucas;Lopez;Male;07/02/1969;Austin;Texas;Salaried;Retail;923534,08;17/10/2024
C01550;Benjamin;Rodriguez;Male;13/02/1967;Jacksonville;Florida;Student;Retail;288749,81;12/07/2019
C01551;Henry;Moore;Male;17/12/2002;Austin;Texas;Business Owner;Corporate;1618711,58;31/05/2024
C01552;William;Hernandez;Male;11/07/1987;New York;New York;Self Employed;Retail;676324,01;01/03/2021
C01553;Evelyn;Martinez;Female;10/02/1966;San Diego;California;Salaried;Retail;484574,03;19/06/2024
C01554;Victoria;Rodriguez;Female;20/03/1968;New York;New York;Salaried;Retail;590113,34;07/05/2025
C01555;Charles;Brown;Male;22/12/1973;San Diego;California;Salaried;Premium;411017,87;26/07/2020
C01556;Ava;Wilson;Female;09/03/1967;Jacksonville;Florida;Business Owner;Retail;1101105,13;18/06/2019
C01557;John;Rodriguez;Male;03/05/1961;San Diego;California;Retired;SME;552290,61;20/07/2023
C01558;Ava;Jones;Female;20/03/1963;Indianapolis;Indiana;Retired;Premium;656730,88;02/04/2018
C01559;Amelia;Jones;Female;05/03/1974;San Jose;California;Business Owner;SME;1056609,65;12/10/2019
C01560;Abigail;Davis;Female;23/12/1974;Charlotte;North Carolina;Retired;SME;302738,16;05/03/2025
C01561;Scarlett;Thomas;Female;26/07/1983;San Jose;California;Business Owner;Retail;211752,4;08/10/2022
C01562;Robert;Jackson;Male;16/05/1975;San Diego;California;Salaried;SME;597362,29;08/10/2023
C01563;Harper;Wilson;Female;01/04/1962;San Diego;California;Student;SME;905858,55;05/02/2021
C01564;Scarlett;Anderson;Female;14/03/1991;Los Angeles;California;Salaried;Retail;482460,99;30/08/2019
C01565;Michael;Williams;Male;04/12/1961;Columbus;Ohio;Student;Wealth;1900999,86;30/01/2023
C01566;Scarlett;Taylor;Female;15/01/1975;Denver;Colorado;Business Owner;Premium;1205505,56;28/03/2020
C01567;Harper;Lopez;Female;23/02/1971;Austin;Texas;Student;Retail;197595,77;11/10/2022
C01568;Chloe;Thomas;Female;16/05/1998;Los Angeles;California;Self Employed;Retail;186563,48;06/12/2022
C01569;Christopher;Jackson;Male;14/07/1987;Boston;Massachusetts;Freelancer;SME;252000;30/04/2023
C01570;James;Williams;Male;09/01/1962;Indianapolis;Indiana;Salaried;Retail;399561,56;23/04/2019
C01571;Anthony;Lopez;Male;16/10/1988;Los Angeles;California;Retired;Premium;495687,51;11/03/2024
C01572;Michael;Moore;Male;28/12/1996;Dallas;Texas;Business Owner;Premium;1230642,02;07/12/2019
C01573;Scarlett;Miller;Female;20/10/1976;Phoenix;Arizona;Student;Retail;668994,03;18/10/2024
C01574;Grace;Miller;Female;08/11/1991;Philadelphia;Pennsylvania;Student;Premium;397829,75;05/10/2024
C01575;Lily;Rodriguez;Female;14/02/1978;Denver;Colorado;Self Employed;SME;459242,98;13/08/2020
C01576;Abigail;Martinez;Female;06/07/1980;Seattle;Washington;Retired;Retail;639062,71;17/05/2024
C01577;Christopher;Moore;Male;26/08/1999;Jacksonville;Florida;Self Employed;Retail;253960,25;29/03/2023
C01578;Lucas;Jones;Male;27/08/1992;Charlotte;North Carolina;Freelancer;SME;890620,81;18/06/2025
C01579;Victoria;Thomas;Female;21/11/2000;Los Angeles;California;Freelancer;Retail;2219966,52;14/11/2025
C01580;Abigail;Johnson;Female;20/09/1996;Columbus;Ohio;Freelancer;Retail;218079,17;13/09/2023
C01581;Olivia;Brown;Female;13/09/1964;Los Angeles;California;Business Owner;SME;499816,72;08/11/2023
C01582;Anthony;Smith;Male;15/10/1974;Indianapolis;Indiana;Salaried;Wealth;540000;28/11/2020
C01583;Emma;Garcia;Female;16/07/1962;Charlotte;North Carolina;Retired;Retail;1108099,76;15/12/2018
C01584;Chloe;Anderson;Female;03/07/1998;San Jose;California;Self Employed;Corporate;993520,86;23/09/2024
C01585;James;Wilson;Male;05/09/1995;Chicago;Illinois;Business Owner;Retail;778083,04;26/06/2018
C01586;Charlotte;Jones;Female;23/04/1982;Los Angeles;California;Retired;Retail;482186,92;15/03/2025
C01587;Evelyn;Garcia;Female;10/08/1971;Austin;Texas;Business Owner;Premium;1527652,64;15/03/2019
C01588;Harper;Williams;Female;22/11/1997;San Diego;California;Freelancer;Premium;345797,69;05/03/2025
C01589;Joshua;Rodriguez;Male;13/07/1999;Indianapolis;Indiana;Salaried;Retail;404000,47;24/12/2022
C01590;Sophia;Lopez;Female;11/09/1969;Dallas;Texas;Retired;Retail;250715,53;18/02/2024
C01591;William;Johnson;Male;19/09/1960;Charlotte;North Carolina;Retired;Wealth;1898909,34;18/06/2018
C01592;Ryan;Martinez;Male;13/05/1968;Fort Worth;Texas;Salaried;Retail;391627,55;13/05/2021
C01593;Amelia;Wilson;Female;19/02/1973;Denver;Colorado;Salaried;SME;725378,02;10/08/2020
C01594;Michael;Brown;Male;14/12/1990;Charlotte;North Carolina;Student;SME;347688,6;23/09/2021
C01595;Emily;Miller;Female;09/06/1970;Jacksonville;Florida;Business Owner;Corporate;967838,23;17/04/2025
C01596;Lily;Williams;Female;10/12/1972;Dallas;Texas;Freelancer;Retail;704420,57;07/06/2023
C01597;Robert;Jackson;Male;23/03/1993;Chicago;Illinois;Student;Retail;512001,19;07/03/2023
C01598;Amelia;Taylor;Female;09/02/1969;Fort Worth;Texas;Retired;Retail;282779,05;27/01/2020
C01599;Chloe;Smith;Female;09/07/2000;Dallas;Texas;Freelancer;Retail;561333,46;08/12/2024
C01600;James;Hernandez;Male;17/05/1988;Indianapolis;Indiana;Salaried;Retail;246232,45;24/05/2019
C01601;David;Wilson;Male;20/12/1968;Phoenix;Arizona;Business Owner;Premium;770601,17;10/04/2019
C01602;Robert;Thomas;Male;14/02/1990;San Diego;California;Student;Premium;930803,8;11/07/2021
C01603;Michael;Davis;Male;21/12/1986;Denver;Colorado;Student;Retail;450764,28;12/06/2023
C01604;Scarlett;Williams;Female;20/01/1963;Philadelphia;Pennsylvania;Self Employed;Premium;1134524,23;12/07/2018
C01605;Emma;Brown;Female;22/07/1984;San Diego;California;Student;SME;1749518,2;31/07/2023
C01606;Abigail;Lopez;Female;26/06/1963;Austin;Texas;Student;Retail;801303,55;24/10/2021
C01607;Andrew;Jones;Male;15/10/1961;Austin;Texas;Student;Corporate;746526,2;20/06/2019
C01608;Scarlett;Jones;Female;26/05/1983;Philadelphia;Pennsylvania;Business Owner;Retail;388910,31;09/11/2025
C01609;Robert;Williams;Male;13/02/1963;Houston;Texas;Freelancer;Premium;925010,05;28/07/2025
C01610;Hannah;Jackson;Female;04/03/1970;Charlotte;North Carolina;Business Owner;Retail;723631,66;02/07/2022
C01611;James;Martin;Male;03/10/1980;Seattle;Washington;Business Owner;Retail;280877,42;24/08/2023
C01612;Mia;Anderson;Female;21/09/1994;San Diego;California;Retired;Retail;421016,51;08/06/2019
C01613;Ella;Miller;Female;19/03/1965;Austin;Texas;Student;Premium;1685535,1;07/07/2019
C01614;Ava;Wilson;Female;21/03/1976;Denver;Colorado;Self Employed;SME;641562,5;28/10/2022
C01615;Natalie;Anderson;Female;24/10/2004;Columbus;Ohio;Business Owner;Retail;3082906,85;07/10/2023
C01616;Charlotte;Williams;Female;04/03/1979;Jacksonville;Florida;Business Owner;Premium;1011741,3;13/07/2018
C01617;David;Jones;Male;09/07/2003;San Diego;California;Salaried;Retail;308765,84;02/04/2019
C01618;David;Jackson;Male;23/03/1972;Chicago;Illinois;Student;Wealth;856975,53;01/12/2022
C01619;Ryan;Lopez;Male;22/04/1973;San Jose;California;Self Employed;Retail;742714,25;23/03/2024
C01620;Nicholas;Hernandez;Male;06/11/1984;Boston;Massachusetts;Salaried;SME;1106899,37;21/10/2024
C01621;Ava;Davis;Female;09/01/1975;Jacksonville;Florida;Freelancer;Retail;504884,79;12/02/2024
C01622;Matthew;Williams;Male;20/05/1969;Columbus;Ohio;Freelancer;SME;503602,46;11/02/2025
C01623;Amelia;Moore;Female;23/02/1992;Fort Worth;Texas;Business Owner;SME;552992,78;07/12/2019
C01624;Henry;Martin;Male;22/05/1976;Philadelphia;Pennsylvania;Retired;Wealth;896086,89;21/01/2022
C01625;Henry;Martinez;Male;20/10/1990;San Antonio;Texas;Freelancer;Retail;680999,02;06/09/2024
C01626;Emily;Martinez;Female;15/09/1969;Houston;Texas;Retired;Wealth;1348419,21;02/12/2023
C01627;Charlotte;Taylor;Female;20/12/1969;San Jose;California;Student;Retail;482007,16;21/08/2025
C01628;Henry;Taylor;Male;08/07/1976;Indianapolis;Indiana;Business Owner;Retail;638774,93;26/06/2019
C01629;Joseph;Gonzalez;Male;08/11/1995;Indianapolis;Indiana;Salaried;Premium;525210,34;31/03/2025
C01630;Andrew;Johnson;Male;13/01/1991;Chicago;Illinois;Freelancer;SME;445052,45;25/06/2024
C01631;Daniel;Thomas;Male;05/03/1973;Boston;Massachusetts;Retired;Retail;365809,47;30/01/2025
C01632;Scarlett;Brown;Female;26/09/2002;Boston;Massachusetts;Self Employed;Premium;1003107,87;07/03/2022
C01633;Daniel;Thomas;Male;02/05/1965;San Antonio;Texas;Freelancer;SME;354176,75;15/12/2018
C01634;Henry;Williams;Male;26/01/1992;Philadelphia;Pennsylvania;Self Employed;Retail;328103,63;13/07/2021
C01635;Hannah;Smith;Female;11/10/1986;Charlotte;North Carolina;Self Employed;SME;252000;15/01/2018
C01636;Ella;Hernandez;Female;24/06/1977;Los Angeles;California;Student;Premium;747210,1;30/06/2025
C01637;Robert;Gonzalez;Male;03/05/1987;Columbus;Ohio;Freelancer;Retail;830274,66;05/01/2019
C01638;Victoria;Wilson;Female;26/01/1978;Houston;Texas;Retired;Retail;335595,43;07/04/2023
C01639;Joshua;Moore;Male;01/10/1993;San Jose;California;Business Owner;Retail;475577,13;19/03/2024
C01640;William;Thomas;Male;24/09/1984;Phoenix;Arizona;Retired;Premium;913027,03;16/08/2020
C01641;Michael;Smith;Male;18/09/1987;Jacksonville;Florida;Business Owner;Retail;511329,46;06/05/2018
C01642;Lucas;Williams;Male;06/07/1997;Houston;Texas;Freelancer;Retail;939833,35;01/09/2024
C01643;James;Rodriguez;Male;03/01/1968;Chicago;Illinois;Student;Retail;182458,65;02/03/2018
C01644;Charlotte;Johnson;Female;28/09/1965;San Antonio;Texas;Business Owner;Retail;383045,15;22/09/2023
C01645;Olivia;Gonzalez;Female;16/08/1967;Austin;Texas;Student;Retail;798838,53;02/10/2024
C01646;Hannah;Martinez;Female;18/02/1964;Charlotte;North Carolina;Self Employed;Premium;1610381,77;20/11/2022
C01647;Charles;Wilson;Male;05/03/1971;Los Angeles;California;Freelancer;Premium;762468,97;18/12/2020
C01648;Grace;Gonzalez;Female;04/03/1977;Dallas;Texas;Student;SME;504627,94;03/09/2023
C01649;Michael;Moore;Male;05/10/1960;Fort Worth;Texas;Freelancer;Retail;884971,65;23/07/2018
C01650;Benjamin;Martin;Male;08/07/2000;Austin;Texas;Self Employed;SME;1171427,29;12/07/2019
C01651;Robert;Rodriguez;Male;17/03/1990;San Diego;California;Salaried;Retail;481298,51;31/12/2018
C01652;Michael;Martinez;Male;27/11/1993;San Diego;California;Self Employed;Retail;286813,41;16/09/2022
C01653;Michael;Taylor;Male;26/09/1984;Philadelphia;Pennsylvania;Retired;Corporate;1671178,98;03/03/2022
C01654;Joseph;Jones;Male;28/03/1999;Phoenix;Arizona;Freelancer;Retail;549170,92;25/01/2022
C01655;Benjamin;Hernandez;Male;27/01/1988;Dallas;Texas;Student;Premium;391294,51;16/11/2020
C01656;Scarlett;Jackson;Female;26/10/1992;Dallas;Texas;Student;Retail;858445,23;26/08/2024
C01657;Michael;Martinez;Male;28/04/1996;Phoenix;Arizona;Student;SME;431190,52;27/12/2018
C01658;Nicholas;Davis;Male;16/03/1992;Indianapolis;Indiana;Business Owner;Retail;300546,58;23/09/2021
C01659;Olivia;Davis;Female;25/06/1969;San Jose;California;Business Owner;Premium;910812,64;23/05/2020
C01660;Sophia;Wilson;Female;17/05/1988;New York;New York;Retired;Corporate;1543594,6;05/09/2018
C01661;Emma;Anderson;Female;14/09/1977;San Jose;California;Business Owner;Retail;407265,95;29/01/2024
C01662;Natalie;Martin;Female;10/09/1972;Los Angeles;California;Self Employed;Wealth;1062479,46;22/01/2024
C01663;Olivia;Martinez;Female;02/06/1981;Chicago;Illinois;Student;Retail;411425,56;14/12/2024
C01664;William;Brown;Male;12/02/1982;Fort Worth;Texas;Retired;Wealth;634555,32;27/09/2021
C01665;James;Jones;Male;16/01/1966;San Antonio;Texas;Business Owner;Premium;805617,05;23/04/2021
C01666;Emily;Garcia;Female;02/07/2003;Fort Worth;Texas;Self Employed;Premium;346566,6;14/07/2021
C01667;Lily;Lopez;Female;22/02/2004;Charlotte;North Carolina;Salaried;Retail;239876,62;13/02/2018
C01668;Hannah;Taylor;Female;02/12/1986;Philadelphia;Pennsylvania;Freelancer;Retail;277248,12;12/09/2025
C01669;Matthew;Garcia;Male;21/08/1976;Charlotte;North Carolina;Student;SME;473286,87;24/11/2025
C01670;Joshua;Jones;Male;20/08/1968;Los Angeles;California;Salaried;Premium;910357,87;09/02/2018
C01671;Matthew;Brown;Male;20/11/1978;Seattle;Washington;Salaried;Retail;227861,03;10/02/2021
C01672;James;Hernandez;Male;07/01/1968;Chicago;Illinois;Salaried;Retail;451486,93;02/02/2024
C01673;Nicholas;Rodriguez;Male;04/10/2000;Denver;Colorado;Retired;Wealth;2666938,35;11/01/2022
C01674;Charles;Williams;Male;22/06/1975;San Jose;California;Student;Premium;472381,15;18/06/2023
C01675;Matthew;Jackson;Male;21/01/1996;Jacksonville;Florida;Salaried;Retail;1434765,32;18/02/2024
C01676;Sophia;Thomas;Female;09/08/1988;San Diego;California;Freelancer;Retail;564207,28;18/08/2025
C01677;Anthony;Taylor;Male;07/11/1973;San Diego;California;Salaried;Premium;495104,63;28/05/2022
C01678;Ella;Johnson;Female;25/07/1989;Dallas;Texas;Salaried;SME;382718,22;26/10/2018
C01679;Lily;Jackson;Female;11/07/1973;Houston;Texas;Self Employed;Retail;701504,36;12/07/2024
C01680;Mia;Lopez;Female;22/03/2000;Nashville;Tennessee;Business Owner;SME;775345,17;26/01/2019
C01681;William;Rodriguez;Male;26/12/1960;Charlotte;North Carolina;Freelancer;Retail;352074,07;25/01/2024
C01682;David;Jackson;Male;09/09/1986;Seattle;Washington;Business Owner;Retail;233424,65;10/08/2025
C01683;Emma;Davis;Female;25/06/1989;Los Angeles;California;Retired;SME;820405,4;02/02/2020
C01684;Charles;Smith;Male;24/10/1970;San Antonio;Texas;Student;Premium;730205,84;11/07/2025
C01685;Olivia;Smith;Female;05/12/1960;Fort Worth;Texas;Salaried;Retail;373372,66;17/10/2025
C01686;Daniel;Johnson;Male;15/01/1968;San Diego;California;Student;Retail;180000;08/11/2025
C01687;Thomas;Lopez;Male;26/11/1966;Seattle;Washington;Retired;Premium;936534,46;04/06/2024
C01688;Ryan;Jones;Male;12/11/1960;Jacksonville;Florida;Retired;Premium;604762,22;02/03/2022
